text,disease
I am dealing with pale skin and dizziness.,Anemia
I am dealing with fever and chills.,Flu
"For the last few days, I noticed weakness and prolonged fever.",Typhoid
"My main problems are chills, sweating, fever and nausea.",Malaria
"I have symptoms like congestion, mild cough, sore throat and runny nose.",Common Cold
I have symptoms like bloating and nausea.,Gastritis
"I feel sensitivity to light, severe headache, vomiting and nausea.",Migraine
"I am dealing with chest discomfort, headache and blurred vision.",Hypertension
"My main problems are skin rash, sneezing, runny nose and itchy eyes.",Allergy
I am dealing with runny nose and congestion.,Common Cold
I am dealing with stomach cramps and fever.,Food Poisoning
My main problems are sore throat and headache.,Flu
"I am dealing with shortness of breath, cough and chest tightness.",Asthma
"I have symptoms like pale skin, fatigue and dizziness.",Anemia
"I have been experiencing congestion, sore throat, runny nose and sneezing for the past few days.",Common Cold
"I have been experiencing weakness, stomach pain, loss of appetite and headache for the past few days.",Typhoid
"I am dealing with dry cough, headache and shortness of breath.",COVID-19
"I have symptoms like swelling, joint pain and reduced movement.",Arthritis
"I am suffering from weight loss, frequent urination, fatigue and increased thirst.",Diabetes
"I am suffering from weakness, headache and prolonged fever.",Typhoid
Lately I am having nausea and stomach cramps.,Food Poisoning
"I am suffering from joint pain, stiffness and swelling.",Arthritis
"My main problems are nausea, vomiting and fever.",Food Poisoning
I have symptoms like dizziness and fatigue.,Anemia
"Lately I am having dizziness, headache, blurred vision and chest discomfort.",Hypertension
"My main problems are weakness, loss of appetite, prolonged fever and headache.",Typhoid
My main problems are cough and sore throat.,Flu
"For the last few days, I noticed fatigue and pale skin.",Anemia
"I am suffering from congestion, mild cough and sore throat.",Common Cold
"My main problems are rash, eye pain, joint pain and headache.",Dengue
"For the last few days, I noticed blurred vision, chest discomfort, dizziness and headache.",Hypertension
"My main problems are fever, nausea, stomach cramps and diarrhea.",Food Poisoning
"I am suffering from chills, sore throat, headache and fever.",Flu
I am suffering from dry cough and loss of smell.,COVID-19
"For the last few days, I noticed sore throat, mild cough and congestion.",Common Cold
"For the last few days, I noticed stomach pain, weakness, loss of appetite and prolonged fever.",Typhoid
"Lately I am having sore throat, cough and fatigue.",Flu
"I have been experiencing high fever, rash and joint pain for the past few days.",Dengue
"I have been experiencing indigestion, loss of appetite, nausea and bloating for the past few days.",Gastritis
"For the last few days, I noticed stomach pain and nausea.",Gastritis
"I feel fever, shortness of breath and loss of smell.",COVID-19
I have been experiencing nausea and chills for the past few days.,Malaria
"I am suffering from headache, dizziness, blurred vision and chest discomfort.",Hypertension
Lately I am having headache and joint pain.,Dengue
"I have been experiencing runny nose, sneezing and congestion for the past few days.",Common Cold
I have been experiencing sore throat and fatigue for the past few days.,Flu
"I feel headache, high fever, eye pain and rash.",Dengue
I have symptoms like joint pain and headache.,Dengue
"For the last few days, I noticed prolonged fever and stomach pain.",Typhoid
"My main problems are bloating, stomach pain, nausea and loss of appetite.",Gastritis
"I have symptoms like joint pain, reduced movement, swelling and stiffness.",Arthritis
"Lately I am having stiffness, joint pain, swelling and reduced movement.",Arthritis
"I feel frequent urination, fatigue and weight loss.",Diabetes
"I feel increased thirst, weight loss and frequent urination.",Diabetes
"I have been experiencing prolonged fever, stomach pain and loss of appetite for the past few days.",Typhoid
My main problems are increased thirst and fatigue.,Diabetes
"Lately I am having shortness of breath, fatigue, dizziness and pale skin.",Anemia
"My main problems are shortness of breath, wheezing, cough and chest tightness.",Asthma
"Lately I am having dizziness, blurred vision and chest discomfort.",Hypertension
My main problems are headache and chills.,Malaria
"Lately I am having sensitivity to light, severe headache, nausea and vomiting.",Migraine
"For the last few days, I noticed joint pain, swelling and reduced movement.",Arthritis
I have symptoms like stiffness and joint pain.,Arthritis
"I feel joint pain, swelling and reduced movement.",Arthritis
"I have symptoms like congestion, runny nose, sore throat and sneezing.",Common Cold
I am suffering from sensitivity to light and vomiting.,Migraine
"For the last few days, I noticed rash, headache, eye pain and high fever.",Dengue
"My main problems are indigestion, bloating and loss of appetite.",Gastritis
"My main problems are nausea, indigestion and bloating.",Gastritis
"I have symptoms like swelling, stiffness, reduced movement and joint pain.",Arthritis
"I am dealing with vomiting, severe headache and nausea.",Migraine
"I am suffering from body pain, sore throat and headache.",Flu
Lately I am having blurred vision and headache.,Hypertension
"Lately I am having dry cough, headache, shortness of breath and loss of smell.",COVID-19
"For the last few days, I noticed sore throat and fatigue.",Flu
"I am dealing with sneezing, congestion, mild cough and runny nose.",Common Cold
"I am suffering from headache, chills and sweating.",Malaria
"Lately I am having stomach pain, bloating, nausea and loss of appetite.",Gastritis
"I have symptoms like stomach pain, prolonged fever, loss of appetite and headache.",Typhoid
"For the last few days, I noticed shortness of breath, dry cough, fever and headache.",COVID-19
"Lately I am having mild cough, runny nose and sneezing.",Common Cold
I have symptoms like severe headache and sensitivity to light.,Migraine
"I am dealing with severe headache, vomiting, sensitivity to light and nausea.",Migraine
"I am dealing with sneezing, mild cough and congestion.",Common Cold
I have been experiencing headache and eye pain for the past few days.,Dengue
I am suffering from itchy eyes and runny nose.,Allergy
"For the last few days, I noticed runny nose, congestion, sore throat and mild cough.",Common Cold
"I have symptoms like swelling, stiffness, reduced movement and joint pain.",Arthritis
"My main problems are fatigue, chills and body pain.",Flu
"I have been experiencing nausea, sweating, fever and chills for the past few days.",Malaria
I feel pale skin and shortness of breath.,Anemia
I have been experiencing headache and nausea for the past few days.,Malaria
"I have been experiencing shortness of breath, dizziness and fatigue for the past few days.",Anemia
"Lately I am having vomiting, nausea and fever.",Food Poisoning
"I am dealing with chills, fatigue and fever.",Flu
"Lately I am having sneezing, runny nose, skin rash and itchy eyes.",Allergy
My main problems are nausea and stomach pain.,Gastritis
Lately I am having joint pain and eye pain.,Dengue
My main problems are body pain and fever.,Flu
"I am dealing with nausea, vomiting and severe headache.",Migraine
I have been experiencing bloating and indigestion for the past few days.,Gastritis
"For the last few days, I noticed vomiting and sensitivity to light.",Migraine
"For the last few days, I noticed runny nose and skin rash.",Allergy
"I have symptoms like body pain, sore throat and fatigue.",Flu
"I am dealing with nausea, stomach pain, indigestion and bloating.",Gastritis
"I am suffering from cough, chest tightness, wheezing and shortness of breath.",Asthma
"My main problems are headache, prolonged fever, weakness and loss of appetite.",Typhoid
"I am dealing with nausea, fever, diarrhea and vomiting.",Food Poisoning
I feel vomiting and nausea.,Migraine
"I am dealing with cough, body pain, fatigue and fever.",Flu
"For the last few days, I noticed dizziness, headache, chest discomfort and blurred vision.",Hypertension
"I am dealing with loss of appetite, stomach pain and nausea.",Gastritis
"I am dealing with vomiting, nausea, severe headache and sensitivity to light.",Migraine
I am suffering from fatigue and shortness of breath.,Anemia
"For the last few days, I noticed loss of appetite and nausea.",Gastritis
"My main problems are stomach cramps, nausea and fever.",Food Poisoning
I have been experiencing blurred vision and dizziness for the past few days.,Hypertension
"For the last few days, I noticed itchy eyes, runny nose, sneezing and skin rash.",Allergy
"I am dealing with rash, joint pain and high fever.",Dengue
"Lately I am having cough, chills, sore throat and body pain.",Flu
"Lately I am having swelling, reduced movement and joint pain.",Arthritis
"I am suffering from loss of appetite, prolonged fever, stomach pain and headache.",Typhoid
I feel runny nose and sneezing.,Common Cold
"My main problems are congestion, runny nose, mild cough and sore throat.",Common Cold
I feel stomach cramps and vomiting.,Food Poisoning
"I have been experiencing loss of appetite, nausea, bloating and indigestion for the past few days.",Gastritis
"I have been experiencing wheezing, shortness of breath, chest tightness and cough for the past few days.",Asthma
